38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
